log; delta; alpha; epsilon; approximated; quality checker; significance; dfDistrib; dep measure; attrib; sample size; times triggered; fitness; time; distToOriginal; fitnessAtFirst; distToOrigAtFirst; original; df repr.; dep measure repr.; attribute repr.; 
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;true;false;775;15;0,9519143585137727;9059;0.002236691077355;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;true;false;941;17;0,9504303876467615;10186;7.53E-04;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;true;false;683;14;0,9474914954919003;6903;0.002186171944518;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;false;true;886;52;0,9523285152528486;6813;0.002650847816431;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;false;true;747;55;0,9516964898431569;7077;0.002018822406739;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;false;true;764;62;0,9480419775632495;10827;0.001635689873169;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;false;true;745;60;0,95310262889972;8450;0.003424961463302;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;false;true;676;39;0,9485330967926944;7029;0.001144570643724;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;false;true;765;48;0,9514789170830966;8503;0.001801249646679;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;false;true;730;39;0,9512980826007039;7981;0.001620415164286;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;false;true;754;56;0,9514402133443016;9896;0.001762545907884;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;false;true;793;53;0,9513015537107934;7073;0.001623886274375;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;false;true;769;51;0,9478789667776124;8010;0.001798700658806;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;true;false;true;889;61;0,9544320538758637;7074;0.004754386439446;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;true;false;true;836;53;0,9523661898730531;7606;0.002688522436635;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;true;false;true;767;61;0,9490117432473307;11018;6.66E-04;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;true;false;true;745;51;0,9506384012433583;9112;9.61E-04;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;true;false;true;731;64;0,9486252930800294;7114;0.001052374356389;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;true;false;true;779;66;0,9500800684573115;7613;4.02E-04;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;true;false;true;800;54;0,9498627199117908;8418;1.85E-04;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;true;false;true;768;58;0,9514309758242288;10477;0.001753308387811;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;true;false;true;793;58;0,948438941411477;9009;0.001238726024941;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;true;false;true;777;63;0,9475137475829094;6636;0.002163919853509;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;true;true;887;54;0,9515608443042978;8300;0.00188317686788;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;true;true;735;52;0,9505217143172827;7540;8.44E-04;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;true;true;798;71;0,9472614749377994;13378;0.002416192498619;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;true;true;862;62;0,9511934721846523;9795;0.001515804748234;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;true;true;728;54;0,9483840339479376;7241;0.00129363348848;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;true;true;892;58;0,9484230259340111;10191;0.001254641502407;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;true;true;799;60;0,9510408037758641;7879;0.001363136339446;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;true;true;779;64;0,9517740069887696;9639;0.002096339552352;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;true;true;949;54;0,9485123156613998;10103;0.001165351775018;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;false;internal;--;false;true;true;856;58;0,948842086571565;7760;8.36E-04;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;true;internal;--;false;true;true;1000;54;0,8401163543099871;5040;0.109561313126431;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;true;internal;--;false;true;true;711;54;0,8483442340652936;4404;0.101333433371124;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;true;internal;--;false;true;true;677;63;0,8510091743725453;5331;0.098668493063873;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;true;internal;--;false;true;true;870;62;0,8440366905079266;5910;0.105640976928491;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;true;internal;--;false;true;true;676;52;0,8342799444848948;3825;0.115397722951523;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;true;internal;--;false;true;true;692;65;0,8556621515889391;3630;0.094015515847479;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;true;internal;--;false;true;true;676;59;0,8473076980164762;4149;0.102369969419942;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;true;internal;--;false;true;true;1061;49;0,8476109468246408;6549;0.102066720611777;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;true;internal;--;false;true;true;1027;64;0,8510783933602794;6592;0.098599274076139;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
BPI_Challenge_2012;0,01;0,99;0,01;true;internal;--;false;true;true;693;62;0,8492163527126136;4132;0.100461314723804;--;--;0.949677667436418;0,031569581962108254;0,669765502060061;0,04036042160890573;
