time;logSize;fitness;deviations;resources
246;150370;0.8624334929454686;{Payment=0.04056795131845842, Insert Date Appeal to Prefecture=0.08113590263691683, Receive Result Appeal from Prefecture=0.056795131845841784, Notify Result Appeal to Offender=0.038539553752535496, Send Appeal to Prefecture=0.10344827586206896, Appeal to Judge=0.10344827586206896, Add penalty=0.16227180527383367, DUMMY=0.38336713995943206, Insert Fine Notification=0.028397565922920892, Send for Credit Collection=0.002028397565922921};{Create Fine={44=0.01532567049808429, 45=0.0038314176245210726, 46=0.0038314176245210726, 49=0.02681992337164751, 550=0.06130268199233716, 831=0.019157088122605363, 557=0.06130268199233716, 558=0.03065134099616858, 833=0.007662835249042145, 559=0.019157088122605363, 836=0.0038314176245210726, 837=0.0038314176245210726, 53=0.011494252873563218, 839=0.007662835249042145, 10=0.007662835249042145, 55=0.007662835249042145, 11=0.022988505747126436, 56=0.01532567049808429, 57=0.019157088122605363, 59=0.0038314176245210726, 560=0.011494252873563218, 561=0.019157088122605363, 562=0.0038314176245210726, 563=0.007662835249042145, 564=0.007662835249042145, 566=0.0038314176245210726, 567=0.007662835249042145, 843=0.007662835249042145, 568=0.011494252873563218, 9=0.007662835249042145, 63=0.007662835249042145, 849=0.011494252873563218, 22=0.011494252873563218, 23=0.0038314176245210726, 25=0.011494252873563218, 26=0.007662835249042145, 27=0.0038314176245210726, 28=0.05747126436781609, 29=0.05747126436781609, 850=0.0038314176245210726, 852=0.011494252873563218, 536=0.022988505747126436, 537=0.034482758620689655, 538=0.07279693486590039, 30=0.011494252873563218, 31=0.02681992337164751, 34=0.007662835249042145, 35=0.022988505747126436, 36=0.0038314176245210726, 37=0.007662835249042145, 39=0.007662835249042145, 541=0.06513409961685823, 820=0.0038314176245210726, 865=0.007662835249042145, 548=0.022988505747126436, 823=0.0038314176245210726, 824=0.011494252873563218, 825=0.0038314176245210726, 40=0.019157088122605363, 41=0.007662835249042145, 42=0.007662835249042145}}
259;150370;0.8624334929454682;{Payment=0.04056795131845842, Insert Date Appeal to Prefecture=0.08113590263691683, Receive Result Appeal from Prefecture=0.056795131845841784, Notify Result Appeal to Offender=0.038539553752535496, Send Appeal to Prefecture=0.10344827586206896, Appeal to Judge=0.10344827586206896, Add penalty=0.16227180527383367, DUMMY=0.38336713995943206, Insert Fine Notification=0.028397565922920892, Send for Credit Collection=0.002028397565922921};{Create Fine={44=0.01532567049808429, 45=0.0038314176245210726, 46=0.0038314176245210726, 49=0.02681992337164751, 550=0.06130268199233716, 831=0.019157088122605363, 557=0.06130268199233716, 558=0.03065134099616858, 833=0.007662835249042145, 559=0.019157088122605363, 836=0.0038314176245210726, 837=0.0038314176245210726, 53=0.011494252873563218, 839=0.007662835249042145, 10=0.007662835249042145, 55=0.007662835249042145, 11=0.022988505747126436, 56=0.01532567049808429, 57=0.019157088122605363, 59=0.0038314176245210726, 560=0.011494252873563218, 561=0.019157088122605363, 562=0.0038314176245210726, 563=0.007662835249042145, 564=0.007662835249042145, 566=0.0038314176245210726, 567=0.007662835249042145, 843=0.007662835249042145, 568=0.011494252873563218, 9=0.007662835249042145, 63=0.007662835249042145, 849=0.011494252873563218, 22=0.011494252873563218, 23=0.0038314176245210726, 25=0.011494252873563218, 26=0.007662835249042145, 27=0.0038314176245210726, 28=0.05747126436781609, 29=0.05747126436781609, 850=0.0038314176245210726, 852=0.011494252873563218, 536=0.022988505747126436, 537=0.034482758620689655, 538=0.07279693486590039, 30=0.011494252873563218, 31=0.02681992337164751, 34=0.007662835249042145, 35=0.022988505747126436, 36=0.0038314176245210726, 37=0.007662835249042145, 39=0.007662835249042145, 541=0.06513409961685823, 820=0.0038314176245210726, 865=0.007662835249042145, 548=0.022988505747126436, 823=0.0038314176245210726, 824=0.011494252873563218, 825=0.0038314176245210726, 40=0.019157088122605363, 41=0.007662835249042145, 42=0.007662835249042145}}
217;150370;0.8624334929454682;{Payment=0.04056795131845842, Insert Date Appeal to Prefecture=0.08113590263691683, Receive Result Appeal from Prefecture=0.05273833671399594, Notify Result Appeal to Offender=0.038539553752535496, Send Appeal to Prefecture=0.1075050709939148, Appeal to Judge=0.10344827586206896, Add penalty=0.16227180527383367, DUMMY=0.38336713995943206, Insert Fine Notification=0.028397565922920892, Send for Credit Collection=0.002028397565922921};{Create Fine={44=0.01532567049808429, 45=0.0038314176245210726, 46=0.0038314176245210726, 49=0.02681992337164751, 550=0.06130268199233716, 831=0.019157088122605363, 557=0.06130268199233716, 558=0.03065134099616858, 833=0.007662835249042145, 559=0.019157088122605363, 836=0.0038314176245210726, 837=0.0038314176245210726, 53=0.011494252873563218, 839=0.007662835249042145, 10=0.007662835249042145, 55=0.007662835249042145, 11=0.022988505747126436, 56=0.01532567049808429, 57=0.019157088122605363, 59=0.0038314176245210726, 560=0.011494252873563218, 561=0.019157088122605363, 562=0.0038314176245210726, 563=0.007662835249042145, 564=0.007662835249042145, 566=0.0038314176245210726, 567=0.007662835249042145, 843=0.007662835249042145, 568=0.011494252873563218, 9=0.007662835249042145, 63=0.007662835249042145, 849=0.011494252873563218, 22=0.011494252873563218, 23=0.0038314176245210726, 25=0.011494252873563218, 26=0.007662835249042145, 27=0.0038314176245210726, 28=0.05747126436781609, 29=0.05747126436781609, 850=0.0038314176245210726, 852=0.011494252873563218, 536=0.022988505747126436, 537=0.034482758620689655, 538=0.07279693486590039, 30=0.011494252873563218, 31=0.02681992337164751, 34=0.007662835249042145, 35=0.022988505747126436, 36=0.0038314176245210726, 37=0.007662835249042145, 39=0.007662835249042145, 541=0.06513409961685823, 820=0.0038314176245210726, 865=0.007662835249042145, 548=0.022988505747126436, 823=0.0038314176245210726, 824=0.011494252873563218, 825=0.0038314176245210726, 40=0.019157088122605363, 41=0.007662835249042145, 42=0.007662835249042145}}
214;150370;0.8624334929454682;{Payment=0.04056795131845842, Insert Date Appeal to Prefecture=0.08113590263691683, Receive Result Appeal from Prefecture=0.056795131845841784, Notify Result Appeal to Offender=0.038539553752535496, Send Appeal to Prefecture=0.10344827586206896, Appeal to Judge=0.10344827586206896, Add penalty=0.16227180527383367, DUMMY=0.38336713995943206, Insert Fine Notification=0.028397565922920892, Send for Credit Collection=0.002028397565922921};{Create Fine={44=0.01532567049808429, 45=0.0038314176245210726, 46=0.0038314176245210726, 49=0.02681992337164751, 550=0.06130268199233716, 831=0.019157088122605363, 557=0.06130268199233716, 558=0.03065134099616858, 833=0.007662835249042145, 559=0.019157088122605363, 836=0.0038314176245210726, 837=0.0038314176245210726, 53=0.011494252873563218, 839=0.007662835249042145, 10=0.007662835249042145, 55=0.007662835249042145, 11=0.022988505747126436, 56=0.01532567049808429, 57=0.019157088122605363, 59=0.0038314176245210726, 560=0.011494252873563218, 561=0.019157088122605363, 562=0.0038314176245210726, 563=0.007662835249042145, 564=0.007662835249042145, 566=0.0038314176245210726, 567=0.007662835249042145, 843=0.007662835249042145, 568=0.011494252873563218, 9=0.007662835249042145, 63=0.007662835249042145, 849=0.011494252873563218, 22=0.011494252873563218, 23=0.0038314176245210726, 25=0.011494252873563218, 26=0.007662835249042145, 27=0.0038314176245210726, 28=0.05747126436781609, 29=0.05747126436781609, 850=0.0038314176245210726, 852=0.011494252873563218, 536=0.022988505747126436, 537=0.034482758620689655, 538=0.07279693486590039, 30=0.011494252873563218, 31=0.02681992337164751, 34=0.007662835249042145, 35=0.022988505747126436, 36=0.0038314176245210726, 37=0.007662835249042145, 39=0.007662835249042145, 541=0.06513409961685823, 820=0.0038314176245210726, 865=0.007662835249042145, 548=0.022988505747126436, 823=0.0038314176245210726, 824=0.011494252873563218, 825=0.0038314176245210726, 40=0.019157088122605363, 41=0.007662835249042145, 42=0.007662835249042145}}
228;150370;0.8624334929454682;{Payment=0.04056795131845842, Insert Date Appeal to Prefecture=0.08113590263691683, Receive Result Appeal from Prefecture=0.05273833671399594, Notify Result Appeal to Offender=0.038539553752535496, Send Appeal to Prefecture=0.1075050709939148, Appeal to Judge=0.10344827586206896, Add penalty=0.16227180527383367, DUMMY=0.38336713995943206, Insert Fine Notification=0.028397565922920892, Send for Credit Collection=0.002028397565922921};{Create Fine={44=0.01532567049808429, 45=0.0038314176245210726, 46=0.0038314176245210726, 49=0.02681992337164751, 550=0.06130268199233716, 831=0.019157088122605363, 557=0.06130268199233716, 558=0.03065134099616858, 833=0.007662835249042145, 559=0.019157088122605363, 836=0.0038314176245210726, 837=0.0038314176245210726, 53=0.011494252873563218, 839=0.007662835249042145, 10=0.007662835249042145, 55=0.007662835249042145, 11=0.022988505747126436, 56=0.01532567049808429, 57=0.019157088122605363, 59=0.0038314176245210726, 560=0.011494252873563218, 561=0.019157088122605363, 562=0.0038314176245210726, 563=0.007662835249042145, 564=0.007662835249042145, 566=0.0038314176245210726, 567=0.007662835249042145, 843=0.007662835249042145, 568=0.011494252873563218, 9=0.007662835249042145, 63=0.007662835249042145, 849=0.011494252873563218, 22=0.011494252873563218, 23=0.0038314176245210726, 25=0.011494252873563218, 26=0.007662835249042145, 27=0.0038314176245210726, 28=0.05747126436781609, 29=0.05747126436781609, 850=0.0038314176245210726, 852=0.011494252873563218, 536=0.022988505747126436, 537=0.034482758620689655, 538=0.07279693486590039, 30=0.011494252873563218, 31=0.02681992337164751, 34=0.007662835249042145, 35=0.022988505747126436, 36=0.0038314176245210726, 37=0.007662835249042145, 39=0.007662835249042145, 541=0.06513409961685823, 820=0.0038314176245210726, 865=0.007662835249042145, 548=0.022988505747126436, 823=0.0038314176245210726, 824=0.011494252873563218, 825=0.0038314176245210726, 40=0.019157088122605363, 41=0.007662835249042145, 42=0.007662835249042145}}
