delta;alpha;epsilon;k;time;logSize;variants;approximated;fitness;deviations;approximationMode;resources
0.01;0.9;0.01;0.1;42;266;22;0;-1.0;{Payment+complete=0.5, Insert Date Appeal to Prefecture+complete=0.19444444444444445, Add penalty+complete=0.027777777777777776, Send Appeal to Prefecture+complete=0.16666666666666666, Notify Result Appeal to Offender+complete=0.027777777777777776, Receive Result Appeal from Prefecture+complete=0.027777777777777776, Appeal to Judge+complete=0.05555555555555555};NONALIGNING_KNOWN;{}
0.01;0.9;0.01;0.1;40;269;21;0;-1.0;{Payment+complete=0.3235294117647059, Insert Date Appeal to Prefecture+complete=0.17647058823529413, Add penalty+complete=0.08823529411764706, Send Appeal to Prefecture+complete=0.17647058823529413, Notify Result Appeal to Offender+complete=0.058823529411764705, Receive Result Appeal from Prefecture+complete=0.058823529411764705, Appeal to Judge+complete=0.029411764705882353, Send Fine+complete=0.08823529411764706};NONALIGNING_KNOWN;{}
0.05;0.99;0.01;0.1;21;121;16;0;-1.0;{Payment+complete=0.4375, Insert Date Appeal to Prefecture+complete=0.25, Send Appeal to Prefecture+complete=0.25, Send Fine+complete=0.0625};NONALIGNING_KNOWN;{}
0.05;0.99;0.01;0.1;76;129;17;0;-1.0;{Payment+complete=0.29411764705882354, Insert Date Appeal to Prefecture+complete=0.23529411764705882, Send Appeal to Prefecture+complete=0.23529411764705882, Notify Result Appeal to Offender+complete=0.11764705882352941, Receive Result Appeal from Prefecture+complete=0.11764705882352941};NONALIGNING_KNOWN;{}
0.05;0.99;0.01;0.1;22;129;16;0;-1.0;{Payment+complete=0.75, Send Fine+complete=0.25};NONALIGNING_KNOWN;{}
0.05;0.99;0.01;0.1;23;126;19;0;-1.0;{Payment+complete=0.6428571428571429, Insert Date Appeal to Prefecture+complete=0.14285714285714285, Send Appeal to Prefecture+complete=0.14285714285714285, Send Fine+complete=0.07142857142857142};NONALIGNING_KNOWN;{}
0.05;0.99;0.01;0.1;22;121;20;0;-1.0;{Payment+complete=0.4166666666666667, Insert Date Appeal to Prefecture+complete=0.125, Add penalty+complete=0.041666666666666664, Insert Fine Notification+complete=0.041666666666666664, Send Appeal to Prefecture+complete=0.125, Notify Result Appeal to Offender+complete=0.08333333333333333, Receive Result Appeal from Prefecture+complete=0.08333333333333333, Send Fine+complete=0.08333333333333333};NONALIGNING_KNOWN;{}
0.05;0.99;0.01;0.1;36;129;15;0;-1.0;{Payment+complete=0.23529411764705882, Insert Date Appeal to Prefecture+complete=0.29411764705882354, Send Appeal to Prefecture+complete=0.29411764705882354, Notify Result Appeal to Offender+complete=0.058823529411764705, Receive Result Appeal from Prefecture+complete=0.11764705882352941};NONALIGNING_KNOWN;{}
0.05;0.99;0.01;0.1;22;126;16;0;-1.0;{Payment+complete=0.35714285714285715, Insert Date Appeal to Prefecture+complete=0.2857142857142857, Send Appeal to Prefecture+complete=0.2857142857142857, Receive Result Appeal from Prefecture+complete=0.07142857142857142};NONALIGNING_KNOWN;{}
0.05;0.99;0.01;0.1;22;126;21;0;-1.0;{Payment+complete=0.625, Insert Date Appeal to Prefecture+complete=0.1875, Send Appeal to Prefecture+complete=0.125, Send Fine+complete=0.0625};NONALIGNING_KNOWN;{}
0.05;0.99;0.01;0.1;22;126;19;0;-1.0;{Payment+complete=0.5625, Insert Date Appeal to Prefecture+complete=0.1875, Add penalty+complete=0.0625, Send Appeal to Prefecture+complete=0.1875};NONALIGNING_KNOWN;{}
0.05;0.99;0.01;0.1;81;125;20;0;-1.0;{Payment+complete=0.28, Insert Date Appeal to Prefecture+complete=0.24, Add penalty+complete=0.08, Send Appeal to Prefecture+complete=0.24, Notify Result Appeal to Offender+complete=0.08, Receive Result Appeal from Prefecture+complete=0.08};NONALIGNING_KNOWN;{}
0.05;0.95;0.01;0.1;16;75;14;0;-1.0;{Payment+complete=0.5384615384615384, Insert Date Appeal to Prefecture+complete=0.23076923076923078, Send Appeal to Prefecture+complete=0.23076923076923078};NONALIGNING_KNOWN;{}
0.05;0.95;0.01;0.1;17;74;19;0;-1.0;{Insert Date Appeal to Prefecture+complete=0.5, Send Appeal to Prefecture+complete=0.5};NONALIGNING_KNOWN;{}
0.05;0.95;0.01;0.1;15;74;14;0;-1.0;{Payment+complete=0.5, Send Fine+complete=0.5};NONALIGNING_KNOWN;{}
0.05;0.95;0.01;0.1;17;74;19;0;-1.0;{Payment+complete=0.5, Insert Date Appeal to Prefecture+complete=0.25, Send Appeal to Prefecture+complete=0.25};NONALIGNING_KNOWN;{}
0.05;0.95;0.01;0.1;17;74;18;0;-1.0;{Payment+complete=0.6363636363636364, Insert Date Appeal to Prefecture+complete=0.09090909090909091, Send Appeal to Prefecture+complete=0.09090909090909091, Notify Result Appeal to Offender+complete=0.09090909090909091, Receive Result Appeal from Prefecture+complete=0.09090909090909091};NONALIGNING_KNOWN;{}
0.05;0.95;0.01;0.1;16;76;17;0;-1.0;{Payment+complete=0.3, Insert Date Appeal to Prefecture+complete=0.3, Send Appeal to Prefecture+complete=0.3, Receive Result Appeal from Prefecture+complete=0.1};NONALIGNING_KNOWN;{}
0.05;0.95;0.01;0.1;70;72;18;0;-1.0;{Payment+complete=0.25, Insert Date Appeal to Prefecture+complete=0.3333333333333333, Send Appeal to Prefecture+complete=0.3333333333333333, Receive Result Appeal from Prefecture+complete=0.08333333333333333};NONALIGNING_KNOWN;{}
0.05;0.95;0.01;0.1;15;74;19;0;-1.0;{Payment+complete=0.3333333333333333, Insert Date Appeal to Prefecture+complete=0.3333333333333333, Send Appeal to Prefecture+complete=0.3333333333333333};NONALIGNING_KNOWN;{}
0.05;0.95;0.01;0.1;16;73;15;0;-1.0;{Payment+complete=0.6, Insert Date Appeal to Prefecture+complete=0.2, Send Appeal to Prefecture+complete=0.2};NONALIGNING_KNOWN;{}
0.05;0.95;0.01;0.1;15;74;18;0;-1.0;{Payment+complete=0.2, Insert Date Appeal to Prefecture+complete=0.3, Add penalty+complete=0.2, Send Appeal to Prefecture+complete=0.3};NONALIGNING_KNOWN;{}
0.05;0.9;0.01;0.1;15;52;13;0;-1.0;{Payment+complete=0.45454545454545453, Insert Date Appeal to Prefecture+complete=0.2727272727272727, Send Appeal to Prefecture+complete=0.2727272727272727};NONALIGNING_KNOWN;{}
0.05;0.9;0.01;0.1;13;55;17;0;-1.0;{Insert Date Appeal to Prefecture+complete=0.5, Send Appeal to Prefecture+complete=0.5};NONALIGNING_KNOWN;{}
0.05;0.9;0.01;0.1;12;53;14;0;-1.0;{Send Fine+complete=1.0};NONALIGNING_KNOWN;{}
0.05;0.9;0.01;0.1;13;53;19;0;-1.0;{Payment+complete=0.6, Insert Date Appeal to Prefecture+complete=0.2, Send Appeal to Prefecture+complete=0.2};NONALIGNING_KNOWN;{}
0.05;0.9;0.01;0.1;13;54;17;0;-1.0;{Payment+complete=1.0};NONALIGNING_KNOWN;{}
0.05;0.9;0.01;0.1;11;55;17;0;-1.0;{Payment+complete=0.375, Insert Date Appeal to Prefecture+complete=0.25, Send Appeal to Prefecture+complete=0.25, Receive Result Appeal from Prefecture+complete=0.125};NONALIGNING_KNOWN;{}
0.05;0.9;0.01;0.1;66;54;17;0;-1.0;{Payment+complete=0.42857142857142855, Insert Date Appeal to Prefecture+complete=0.2857142857142857, Send Appeal to Prefecture+complete=0.2857142857142857};NONALIGNING_KNOWN;{}
0.05;0.9;0.01;0.1;13;53;16;0;-1.0;{Payment+complete=1.0};NONALIGNING_KNOWN;{}
0.05;0.9;0.01;0.1;12;54;13;0;-1.0;{Payment+complete=0.5, Insert Date Appeal to Prefecture+complete=0.25, Send Appeal to Prefecture+complete=0.25};NONALIGNING_KNOWN;{}
0.05;0.9;0.01;0.1;12;52;15;0;-1.0;{Payment+complete=0.2222222222222222, Insert Date Appeal to Prefecture+complete=0.3333333333333333, Add penalty+complete=0.1111111111111111, Send Appeal to Prefecture+complete=0.3333333333333333};NONALIGNING_KNOWN;{}
0.1;0.99;0.01;0.1;14;61;15;0;-1.0;{Payment+complete=0.45454545454545453, Insert Date Appeal to Prefecture+complete=0.2727272727272727, Send Appeal to Prefecture+complete=0.2727272727272727};NONALIGNING_KNOWN;{}
0.1;0.99;0.01;0.1;13;60;17;0;-1.0;{Insert Date Appeal to Prefecture+complete=0.5, Send Appeal to Prefecture+complete=0.5};NONALIGNING_KNOWN;{}
0.1;0.99;0.01;0.1;13;60;15;0;-1.0;{Payment+complete=0.5, Send Fine+complete=0.5};NONALIGNING_KNOWN;{}
0.1;0.99;0.01;0.1;13;60;16;0;-1.0;{Payment+complete=0.42857142857142855, Insert Date Appeal to Prefecture+complete=0.2857142857142857, Send Appeal to Prefecture+complete=0.2857142857142857};NONALIGNING_KNOWN;{}
0.1;0.99;0.01;0.1;14;60;17;0;-1.0;{Payment+complete=0.5555555555555556, Insert Date Appeal to Prefecture+complete=0.1111111111111111, Send Appeal to Prefecture+complete=0.1111111111111111, Notify Result Appeal to Offender+complete=0.1111111111111111, Receive Result Appeal from Prefecture+complete=0.1111111111111111};NONALIGNING_KNOWN;{}
0.1;0.99;0.01;0.1;13;60;17;0;-1.0;{Payment+complete=0.3, Insert Date Appeal to Prefecture+complete=0.3, Send Appeal to Prefecture+complete=0.3, Receive Result Appeal from Prefecture+complete=0.1};NONALIGNING_KNOWN;{}
0.1;0.99;0.01;0.1;14;61;17;0;-1.0;{Payment+complete=0.42857142857142855, Insert Date Appeal to Prefecture+complete=0.2857142857142857, Send Appeal to Prefecture+complete=0.2857142857142857};NONALIGNING_KNOWN;{}
0.1;0.99;0.01;0.1;13;59;19;0;-1.0;{Payment+complete=0.3333333333333333, Insert Date Appeal to Prefecture+complete=0.3333333333333333, Send Appeal to Prefecture+complete=0.3333333333333333};NONALIGNING_KNOWN;{}
0.1;0.99;0.01;0.1;14;57;15;0;-1.0;{Payment+complete=0.5, Insert Date Appeal to Prefecture+complete=0.25, Send Appeal to Prefecture+complete=0.25};NONALIGNING_KNOWN;{}
0.1;0.99;0.01;0.1;74;62;17;0;-1.0;{Payment+complete=0.2222222222222222, Insert Date Appeal to Prefecture+complete=0.3333333333333333, Add penalty+complete=0.1111111111111111, Send Appeal to Prefecture+complete=0.3333333333333333};NONALIGNING_KNOWN;{}
