delta;alpha;epsilon;k;time;logSize;variants;approximated;approxThenCalc;fitness;deviations;approximationMode;resources
0.01;0.99;0.01;0.1;37623;4636;1744;0;0;-1.0;{};NONALIGNING_KNOWN;{A_CANCELLED={10899=0.07142857142857142, 10859=0.6428571428571429, 10914=0.047619047619047616, 10935=0.09523809523809523, 10609=0.023809523809523808, 11289=0.047619047619047616, 11302=0.023809523809523808, 10972=0.023809523809523808, 10138=0.023809523809523808}, A_DECLINED={10935=0.1111111111111111, 11309=0.4444444444444444, 11002=0.1111111111111111, 11049=0.1111111111111111, 11302=0.2222222222222222}, A_APPROVED={11339=1.0}, A_FINALIZED={10228=0.02702702702702703, 10914=0.13513513513513514, 11309=0.05405405405405406, 10935=0.10810810810810811, 11111=0.02702702702702703, 11001=0.10810810810810811, 10609=0.1891891891891892, 11289=0.02702702702702703, 10809=0.05405405405405406, 11299=0.10810810810810811, 10972=0.10810810810810811, 10138=0.05405405405405406}, A_ACTIVATED={11339=1.0}, O_DECLINED={10932=0.07692307692307693, 11019=0.15384615384615385, 10859=0.07692307692307693, 10929=0.23076923076923078, 11121=0.07692307692307693, 11003=0.07692307692307693, 10909=0.07692307692307693, 11200=0.15384615384615385, 11049=0.07692307692307693}, A_REGISTERED={11339=1.0}, A_SUBMITTED={112=1.0}, W_Nabellen offertes={10228=0.029411764705882353, 10914=0.3058823529411765, 10629=0.21764705882352942, 11001=0.052941176470588235, 11289=0.041176470588235294, 10809=0.15294117647058825, 10972=0.15294117647058825, 10138=0.047058823529411764}, O_SELECTED={10228=0.021739130434782608, 11319=0.2608695652173913, 10914=0.15217391304347827, 11309=0.043478260869565216, 11111=0.021739130434782608, 11001=0.10869565217391304, 11289=0.17391304347826086, 11299=0.10869565217391304, 11049=0.06521739130434782, 11259=0.043478260869565216}, O_SENT_BACK={11180=0.03333333333333333, 10929=0.03333333333333333, 10909=0.03333333333333333, 10809=0.16666666666666666, 10910=0.03333333333333333, 10228=0.03333333333333333, 11319=0.13333333333333333, 11122=0.03333333333333333, 11121=0.03333333333333333, 11289=0.23333333333333334, 11169=0.1, 10982=0.03333333333333333, 10138=0.1}, W_Valideren aanvraag={11180=0.049429657794676805, 11181=0.07604562737642585, 10929=0.07224334600760456, 10910=0.049429657794676805, 11009=0.053231939163498096, 10932=0.049429657794676805, 10931=0.0038022813688212928, 10912=0.011406844106463879, 10779=0.015209125475285171, 10913=0.07984790874524715, 10935=0.015209125475285171, 11122=0.049429657794676805, 11000=0.045627376425855515, 11121=0.045627376425855515, 11201=0.011406844106463879, 11003=0.015209125475285171, 11300=0.030418250950570342, 11189=0.030418250950570342, 11002=0.034220532319391636, 11203=0.0076045627376425855, 10939=0.026615969581749048, 11339=0.015209125475285171, 11119=0.019011406844106463, 10228=0.026615969581749048, 11019=0.011406844106463879, 11319=0.015209125475285171, 10889=0.011406844106463879, 11179=0.015209125475285171, 10881=0.049429657794676805, 10188=0.0076045627376425855, 10982=0.034220532319391636, 10863=0.022813688212927757}, O_ACCEPTED={11339=1.0}, O_CANCELLED={10899=0.23076923076923078, 11319=0.23076923076923078, 10914=0.3076923076923077, 11001=0.07692307692307693, 11259=0.15384615384615385}, W_Afhandelen leads={10609=0.11764705882352941, 10188=0.20588235294117646, 10809=0.2647058823529412, 11002=0.029411764705882353, 11302=0.11764705882352941, 10972=0.17647058823529413, 10138=0.029411764705882353, 11259=0.058823529411764705}, W_Completeren aanvraag={10779=0.01, 10914=0.13, 10935=0.15, 10629=0.16, 11001=0.24, 10609=0.095, 11289=0.01, 10809=0.025, 10188=0.005, 11049=0.09, 10972=0.05, 10138=0.035}, O_SENT={10228=0.021739130434782608, 11319=0.2608695652173913, 10914=0.15217391304347827, 11309=0.043478260869565216, 11111=0.021739130434782608, 11001=0.10869565217391304, 11289=0.17391304347826086, 11299=0.10869565217391304, 11049=0.06521739130434782, 11259=0.043478260869565216}, A_PREACCEPTED={11181=0.1935483870967742, 10609=0.03225806451612903, 10809=0.03225806451612903, 11019=0.0967741935483871, 10933=0.16129032258064516, 11001=0.06451612903225806, 11111=0.03225806451612903, 11201=0.12903225806451613, 11200=0.0967741935483871, 11002=0.03225806451612903, 11302=0.03225806451612903, 10972=0.06451612903225806, 10138=0.03225806451612903}, A_ACCEPTED={10228=0.07142857142857142, 10914=0.11904761904761904, 11309=0.11904761904761904, 10935=0.09523809523809523, 11111=0.023809523809523808, 11001=0.09523809523809523, 10609=0.16666666666666666, 11289=0.023809523809523808, 10809=0.047619047619047616, 11299=0.09523809523809523, 10972=0.09523809523809523, 10138=0.047619047619047616}, W_Beoordelen fraude={10932=0.058823529411764705, 10910=0.058823529411764705, 11339=0.11764705882352941, 10779=0.23529411764705882, 11003=0.17647058823529413, 11179=0.058823529411764705, 11289=0.058823529411764705, 10909=0.17647058823529413, 11302=0.058823529411764705}, W_Nabellen incomplete dossiers={10228=0.009900990099009901, 10933=0.25742574257425743, 10914=0.3564356435643564, 11309=0.039603960396039604, 11300=0.06930693069306931, 11079=0.07920792079207921, 11299=0.0891089108910891, 11302=0.09900990099009901}, O_CREATED={10228=0.021739130434782608, 11319=0.2608695652173913, 10914=0.15217391304347827, 11309=0.043478260869565216, 11111=0.021739130434782608, 11001=0.10869565217391304, 11289=0.17391304347826086, 11299=0.10869565217391304, 11049=0.06521739130434782, 11259=0.043478260869565216}}
0.01;0.99;0.01;0.1;39147;4743;1786;0;0;-1.0;{};NONALIGNING_KNOWN;{A_CANCELLED={10899=0.15789473684210525, 10789=0.05263157894736842, 11319=0.10526315789473684, 10935=0.3157894736842105, 10629=0.05263157894736842, 11302=0.05263157894736842, 10972=0.05263157894736842, 10138=0.15789473684210525, 11029=0.05263157894736842}, A_DECLINED={10914=0.0029940119760479044, 11309=0.0014970059880239522, 11002=0.9940119760479041, 11302=0.0014970059880239522}, A_APPROVED={11339=0.625, 112=0.25, 10779=0.125}, A_FINALIZED={10228=0.029411764705882353, 10914=0.058823529411764705, 11309=0.08823529411764706, 10935=0.20588235294117646, 11001=0.14705882352941177, 11111=0.08823529411764706, 10609=0.029411764705882353, 10809=0.08823529411764706, 11299=0.029411764705882353, 10972=0.11764705882352941, 10138=0.11764705882352941}, A_ACTIVATED={11339=0.625, 112=0.25, 10779=0.125}, O_DECLINED={10932=0.18181818181818182, 11180=0.09090909090909091, 10228=0.09090909090909091, 11309=0.09090909090909091, 11000=0.09090909090909091, 10909=0.09090909090909091, 11200=0.18181818181818182, 11202=0.09090909090909091, 10863=0.09090909090909091}, A_REGISTERED={11339=0.625, 112=0.25, 10779=0.125}, W_Nabellen offertes={10228=0.014925373134328358, 10914=0.25870646766169153, 10629=0.18407960199004975, 11001=0.11940298507462686, 11289=0.01990049751243781, 10809=0.1044776119402985, 10972=0.1890547263681592, 10138=0.10945273631840796}, A_SUBMITTED={112=1.0}, O_SELECTED={10228=0.022222222222222223, 11339=0.022222222222222223, 11319=0.15555555555555556, 10914=0.1111111111111111, 11309=0.08888888888888889, 11001=0.2222222222222222, 11111=0.08888888888888889, 11289=0.08888888888888889, 11299=0.022222222222222223, 11049=0.13333333333333333, 11259=0.044444444444444446}, O_SENT_BACK={10228=0.030303030303030304, 10910=0.030303030303030304, 11339=0.030303030303030304, 11319=0.15151515151515152, 10913=0.030303030303030304, 11122=0.030303030303030304, 11289=0.15151515151515152, 10909=0.030303030303030304, 10809=0.18181818181818182, 11169=0.030303030303030304, 10138=0.30303030303030304}, W_Valideren aanvraag={11180=0.03934426229508197, 11181=0.08196721311475409, 10929=0.04262295081967213, 10932=0.04262295081967213, 10910=0.03278688524590164, 11009=0.029508196721311476, 10931=0.006557377049180328, 10912=0.01639344262295082, 10779=0.022950819672131147, 10914=0.009836065573770493, 10913=0.08196721311475409, 10935=0.013114754098360656, 11122=0.07213114754098361, 11121=0.05573770491803279, 11000=0.02622950819672131, 11003=0.04918032786885246, 11300=0.019672131147540985, 11201=0.009836065573770493, 11189=0.029508196721311476, 11002=0.02622950819672131, 11302=0.006557377049180328, 10939=0.01639344262295082, 11119=0.019672131147540985, 11339=0.04918032786885246, 10228=0.01639344262295082, 11019=0.006557377049180328, 11319=0.01639344262295082, 10889=0.003278688524590164, 11179=0.009836065573770493, 10881=0.02622950819672131, 10188=0.019672131147540985, 11299=0.006557377049180328, 11079=0.006557377049180328, 10125=0.013114754098360656, 10982=0.05245901639344262, 10863=0.022950819672131147}, O_ACCEPTED={11339=0.8333333333333334, 10779=0.16666666666666666}, W_Afhandelen leads={10914=0.001455604075691412, 10609=0.00727802037845706, 11002=0.9665211062590975, 10188=0.008005822416302766, 10809=0.002911208151382824, 11302=0.001455604075691412, 10972=0.008733624454148471, 10138=0.002911208151382824, 11304=7.27802037845706E-4}, O_CANCELLED={10899=0.14285714285714285, 11339=0.047619047619047616, 10789=0.047619047619047616, 11319=0.19047619047619047, 10914=0.14285714285714285, 11001=0.23809523809523808, 11111=0.047619047619047616, 11029=0.047619047619047616, 11259=0.09523809523809523}, W_Completeren aanvraag={10789=0.012903225806451613, 10914=0.0967741935483871, 10935=0.2064516129032258, 10629=0.18064516129032257, 11001=0.1032258064516129, 10609=0.05806451612903226, 10809=0.08387096774193549, 10188=0.0064516129032258064, 11049=0.05161290322580645, 10972=0.06451612903225806, 10138=0.07741935483870968, 11259=0.05806451612903226}, O_SENT={10228=0.022222222222222223, 11339=0.022222222222222223, 11319=0.15555555555555556, 10914=0.1111111111111111, 11309=0.08888888888888889, 11001=0.2222222222222222, 11111=0.08888888888888889, 11289=0.08888888888888889, 11299=0.022222222222222223, 11049=0.13333333333333333, 11259=0.044444444444444446}, A_PREACCEPTED={11181=0.1794871794871795, 10609=0.02564102564102564, 10809=0.02564102564102564, 11019=0.07692307692307693, 10933=0.1794871794871795, 10914=0.02564102564102564, 11001=0.05128205128205128, 11111=0.1282051282051282, 11201=0.10256410256410256, 11002=0.02564102564102564, 11200=0.05128205128205128, 11302=0.02564102564102564, 10972=0.05128205128205128, 10138=0.05128205128205128}, A_ACCEPTED={10228=0.05714285714285714, 10914=0.05714285714285714, 11309=0.08571428571428572, 10935=0.2, 11001=0.14285714285714285, 11111=0.08571428571428572, 10609=0.02857142857142857, 10809=0.08571428571428572, 11299=0.02857142857142857, 10972=0.11428571428571428, 10138=0.11428571428571428}, W_Beoordelen fraude={11339=0.0625, 10910=0.0625, 10932=0.0625, 10779=0.125, 10929=0.125, 10609=0.0625, 11003=0.0625, 11289=0.1875, 11179=0.0625, 10909=0.0625, 10972=0.0625, 11169=0.0625}, W_Nabellen incomplete dossiers={10228=0.0975609756097561, 11339=0.07317073170731707, 11319=0.04878048780487805, 10933=0.2682926829268293, 10914=0.36585365853658536, 11309=0.04878048780487805, 11001=0.024390243902439025, 11300=0.07317073170731707}, O_CREATED={10228=0.022222222222222223, 11339=0.022222222222222223, 11319=0.15555555555555556, 10914=0.1111111111111111, 11309=0.08888888888888889, 11001=0.2222222222222222, 11111=0.08888888888888889, 11289=0.08888888888888889, 11299=0.022222222222222223, 11049=0.13333333333333333, 11259=0.044444444444444446}}
0.01;0.99;0.01;0.1;24596;3261;1321;0;0;-1.0;{};NONALIGNING_KNOWN;{A_CANCELLED={10899=0.03225806451612903, 11319=0.6451612903225806, 10859=0.03225806451612903, 10935=0.0967741935483871, 10629=0.03225806451612903, 10609=0.03225806451612903, 11289=0.03225806451612903, 10972=0.03225806451612903, 10138=0.06451612903225806}, A_DECLINED={10914=0.2222222222222222, 10935=0.1111111111111111, 11309=0.1111111111111111, 11111=0.1111111111111111, 11002=0.3333333333333333, 11049=0.1111111111111111}, A_APPROVED={10779=1.0}, A_FINALIZED={10228=0.05, 10914=0.15, 11309=0.1, 10935=0.05, 11001=0.1, 10609=0.1, 11289=0.05, 11299=0.05, 10972=0.15, 10138=0.2}, A_ACTIVATED={10779=1.0}, O_DECLINED={11119=0.08333333333333333, 10932=0.08333333333333333, 11180=0.16666666666666666, 10912=0.08333333333333333, 11309=0.08333333333333333, 11111=0.08333333333333333, 11003=0.08333333333333333, 11002=0.08333333333333333, 11200=0.08333333333333333, 11049=0.08333333333333333, 11202=0.08333333333333333}, A_REGISTERED={10779=1.0}, A_SUBMITTED={112=1.0}, W_Nabellen offertes={10228=0.03731343283582089, 10914=0.2835820895522388, 10629=0.22388059701492538, 11001=0.014925373134328358, 11289=0.07462686567164178, 10809=0.04477611940298507, 11079=0.014925373134328358, 10972=0.15671641791044777, 10138=0.14925373134328357}, O_SELECTED={10228=0.03225806451612903, 10899=0.03225806451612903, 11319=0.25806451612903225, 10914=0.16129032258064516, 11309=0.06451612903225806, 11001=0.06451612903225806, 11111=0.03225806451612903, 11289=0.16129032258064516, 11299=0.0967741935483871, 11049=0.03225806451612903, 11259=0.06451612903225806}, O_SENT_BACK={10228=0.038461538461538464, 11319=0.23076923076923078, 10913=0.038461538461538464, 11121=0.07692307692307693, 11289=0.19230769230769232, 10909=0.038461538461538464, 10809=0.038461538461538464, 10971=0.038461538461538464, 11169=0.038461538461538464, 10138=0.2692307692307692}, W_Valideren aanvraag={11180=0.0639269406392694, 11181=0.0639269406392694, 10929=0.0821917808219178, 10932=0.0593607305936073, 10910=0.0365296803652968, 11009=0.0639269406392694, 10931=0.0045662100456621, 10912=0.0228310502283105, 10933=0.0045662100456621, 10779=0.0182648401826484, 10914=0.0091324200913242, 10913=0.0365296803652968, 10935=0.0365296803652968, 11122=0.0776255707762557, 11121=0.045662100456621, 11000=0.0182648401826484, 11003=0.0319634703196347, 11201=0.0136986301369863, 11002=0.0182648401826484, 11189=0.0273972602739726, 10939=0.0365296803652968, 10228=0.0136986301369863, 11119=0.0136986301369863, 11339=0.0091324200913242, 11019=0.0091324200913242, 11319=0.0273972602739726, 10889=0.0273972602739726, 11179=0.0182648401826484, 10881=0.0136986301369863, 10188=0.0182648401826484, 11299=0.0091324200913242, 10982=0.045662100456621, 10124=0.0091324200913242, 10863=0.0136986301369863}, O_ACCEPTED={10779=1.0}, O_CANCELLED={10899=0.14285714285714285, 11319=0.5, 10914=0.14285714285714285, 11111=0.07142857142857142, 11259=0.14285714285714285}, W_Afhandelen leads={10609=0.06666666666666667, 10188=0.13333333333333333, 10809=0.3, 10972=0.3333333333333333, 10138=0.06666666666666667, 11304=0.03333333333333333, 11259=0.06666666666666667}, W_Completeren aanvraag={10609=0.027855153203342618, 10809=0.022284122562674095, 10779=0.26740947075208915, 10914=0.16991643454038996, 10935=0.04456824512534819, 10629=0.24512534818941503, 11001=0.0584958217270195, 11254=0.05013927576601671, 11289=0.005571030640668524, 11079=0.027855153203342618, 10188=0.002785515320334262, 10972=0.019498607242339833, 11049=0.027855153203342618, 10138=0.03064066852367688}, O_SENT={10228=0.03225806451612903, 10899=0.03225806451612903, 11319=0.25806451612903225, 10914=0.16129032258064516, 11309=0.06451612903225806, 11001=0.06451612903225806, 11111=0.03225806451612903, 11289=0.16129032258064516, 11299=0.0967741935483871, 11049=0.03225806451612903, 11259=0.06451612903225806}, A_PREACCEPTED={11019=0.1111111111111111, 11181=0.16666666666666666, 10933=0.16666666666666666, 11001=0.16666666666666666, 11111=0.05555555555555555, 11201=0.2222222222222222, 10972=0.05555555555555555, 10138=0.05555555555555555}, A_ACCEPTED={10228=0.08695652173913043, 10914=0.13043478260869565, 11309=0.17391304347826086, 10935=0.043478260869565216, 11001=0.08695652173913043, 10609=0.08695652173913043, 11289=0.043478260869565216, 11299=0.043478260869565216, 10972=0.13043478260869565, 10138=0.17391304347826086}, W_Beoordelen fraude={10779=0.5, 10609=0.125, 11003=0.125, 10909=0.125, 11179=0.125}, W_Nabellen incomplete dossiers={10228=0.03278688524590164, 11339=0.01639344262295082, 11319=0.03278688524590164, 10933=0.19672131147540983, 10914=0.4426229508196721, 11309=0.03278688524590164, 11300=0.03278688524590164, 11299=0.08196721311475409, 11302=0.09836065573770492, 11269=0.03278688524590164}, O_CREATED={10228=0.03225806451612903, 10899=0.03225806451612903, 11319=0.25806451612903225, 10914=0.16129032258064516, 11309=0.06451612903225806, 11001=0.06451612903225806, 11111=0.03225806451612903, 11289=0.16129032258064516, 11299=0.0967741935483871, 11049=0.03225806451612903, 11259=0.06451612903225806}}
0.01;0.99;0.01;0.1;23593;3403;1329;0;0;-1.0;{};NONALIGNING_KNOWN;{A_CANCELLED={10228=0.047619047619047616, 10899=0.14285714285714285, 10859=0.14285714285714285, 10935=0.047619047619047616, 10629=0.047619047619047616, 10609=0.09523809523809523, 11289=0.09523809523809523, 10972=0.047619047619047616, 10138=0.047619047619047616, 11259=0.2857142857142857}, A_DECLINED={10914=0.02857142857142857, 11309=0.02857142857142857, 11111=0.42857142857142855, 11001=0.02857142857142857, 11300=0.2571428571428571, 11002=0.17142857142857143, 11299=0.02857142857142857, 11302=0.02857142857142857}, A_APPROVED={11339=0.6666666666666666, 10779=0.3333333333333333}, A_FINALIZED={10228=0.07692307692307693, 10914=0.15384615384615385, 11309=0.23076923076923078, 10935=0.07692307692307693, 11001=0.07692307692307693, 10609=0.19230769230769232, 11289=0.038461538461538464, 10809=0.07692307692307693, 10138=0.07692307692307693}, A_ACTIVATED={11339=0.6666666666666666, 10779=0.3333333333333333}, O_DECLINED={10932=0.1, 11119=0.1, 10912=0.1, 10859=0.1, 11001=0.1, 10909=0.1, 11003=0.2, 11002=0.1, 11299=0.1}, A_REGISTERED={11339=0.6666666666666666, 10779=0.3333333333333333}, W_Nabellen offertes={10228=0.08130081300813008, 10914=0.2601626016260163, 10629=0.12195121951219512, 11001=0.032520325203252036, 11289=0.024390243902439025, 10809=0.16260162601626016, 11079=0.04878048780487805, 10972=0.11382113821138211, 10124=0.024390243902439025, 10138=0.13008130081300814}, A_SUBMITTED={112=1.0}, O_SELECTED={10228=0.05555555555555555, 10899=0.027777777777777776, 11319=0.16666666666666666, 10914=0.1388888888888889, 11309=0.25, 11001=0.05555555555555555, 11289=0.1111111111111111, 11299=0.027777777777777776, 11049=0.16666666666666666}, O_SENT_BACK={10228=0.037037037037037035, 11319=0.2222222222222222, 10889=0.037037037037037035, 10913=0.037037037037037035, 11122=0.037037037037037035, 10929=0.037037037037037035, 11121=0.037037037037037035, 11289=0.07407407407407407, 10809=0.14814814814814814, 11169=0.1111111111111111, 10138=0.2222222222222222}, W_Valideren aanvraag={11180=0.06190476190476191, 11181=0.047619047619047616, 10929=0.047619047619047616, 10910=0.047619047619047616, 11009=0.03333333333333333, 10932=0.02857142857142857, 10912=0.03333333333333333, 10779=0.01904761904761905, 10914=0.009523809523809525, 10913=0.13333333333333333, 10935=0.009523809523809525, 11122=0.0761904761904762, 11121=0.06666666666666667, 11000=0.004761904761904762, 11003=0.014285714285714285, 11300=0.01904761904761905, 11201=0.004761904761904762, 11002=0.02857142857142857, 11189=0.02857142857142857, 10939=0.01904761904761905, 11339=0.02857142857142857, 10228=0.05238095238095238, 11119=0.009523809523809525, 11319=0.02857142857142857, 10889=0.01904761904761905, 11179=0.004761904761904762, 10881=0.01904761904761905, 10188=0.023809523809523808, 10125=0.01904761904761905, 10982=0.047619047619047616, 10863=0.014285714285714285}, O_ACCEPTED={11339=0.6666666666666666, 10779=0.3333333333333333}, W_Afhandelen leads={10609=0.7, 10809=0.1, 11302=0.05, 10124=0.05, 10138=0.05, 11259=0.05}, O_CANCELLED={10228=0.07692307692307693, 10899=0.3076923076923077, 11319=0.07692307692307693, 10914=0.07692307692307693, 11259=0.46153846153846156}, W_Completeren aanvraag={10779=0.014184397163120567, 10914=0.15602836879432624, 10935=0.0851063829787234, 10629=0.09219858156028368, 11001=0.0425531914893617, 10609=0.20567375886524822, 11289=0.014184397163120567, 10809=0.20567375886524822, 11079=0.07801418439716312, 10188=0.014184397163120567, 10138=0.04964539007092199, 11259=0.0425531914893617}, O_SENT={10228=0.05555555555555555, 10899=0.027777777777777776, 11319=0.16666666666666666, 10914=0.1388888888888889, 11309=0.25, 11001=0.05555555555555555, 11289=0.1111111111111111, 11299=0.027777777777777776, 11049=0.16666666666666666}, A_PREACCEPTED={11019=0.16, 11181=0.16, 10933=0.12, 11111=0.12, 10609=0.12, 11201=0.12, 11200=0.12, 10809=0.04, 10138=0.04}, A_ACCEPTED={10228=0.07692307692307693, 10914=0.15384615384615385, 11309=0.23076923076923078, 10935=0.07692307692307693, 11001=0.07692307692307693, 10609=0.19230769230769232, 11289=0.038461538461538464, 10809=0.07692307692307693, 10138=0.07692307692307693}, W_Beoordelen fraude={10929=0.16666666666666666, 10609=0.16666666666666666, 11179=0.3333333333333333, 11289=0.16666666666666666, 10972=0.16666666666666666}, W_Nabellen incomplete dossiers={10228=0.03508771929824561, 11319=0.03508771929824561, 10933=0.21052631578947367, 10914=0.5087719298245614, 11079=0.07017543859649122, 11299=0.03508771929824561, 11302=0.07017543859649122, 11269=0.03508771929824561}, O_CREATED={10228=0.05555555555555555, 10899=0.027777777777777776, 11319=0.16666666666666666, 10914=0.1388888888888889, 11309=0.25, 11001=0.05555555555555555, 11289=0.1111111111111111, 11299=0.027777777777777776, 11049=0.16666666666666666}}
0.01;0.99;0.01;0.1;24110;2989;1230;0;0;-1.0;{};NONALIGNING_KNOWN;{A_CANCELLED={10789=0.06666666666666667, 10899=0.06666666666666667, 10859=0.06666666666666667, 10935=0.26666666666666666, 10609=0.06666666666666667, 11289=0.06666666666666667, 11302=0.13333333333333333, 10972=0.06666666666666667, 10138=0.06666666666666667, 11029=0.06666666666666667, 11259=0.06666666666666667}, A_DECLINED={11299=0.375, 11002=0.25, 11049=0.125, 11302=0.125, 10971=0.125}, A_APPROVED={11339=1.0}, A_FINALIZED={10228=0.03225806451612903, 10779=0.03225806451612903, 10914=0.03225806451612903, 11309=0.1935483870967742, 10935=0.12903225806451613, 11111=0.03225806451612903, 11001=0.03225806451612903, 11289=0.03225806451612903, 10809=0.16129032258064516, 11299=0.12903225806451613, 10972=0.12903225806451613, 10138=0.06451612903225806}, A_ACTIVATED={11339=1.0}, O_DECLINED={10228=0.16666666666666666, 10912=0.16666666666666666, 11049=0.16666666666666666, 10862=0.16666666666666666, 11202=0.16666666666666666, 10863=0.16666666666666666}, A_REGISTERED={11339=1.0}, W_Nabellen offertes={10228=0.020134228187919462, 10779=0.040268456375838924, 10914=0.20134228187919462, 10629=0.18120805369127516, 11001=0.006711409395973154, 11289=0.06711409395973154, 10809=0.174496644295302, 10972=0.21476510067114093, 10138=0.09395973154362416}, A_SUBMITTED={112=1.0}, O_SELECTED={10228=0.03125, 11319=0.15625, 10779=0.0625, 10914=0.09375, 11309=0.21875, 11111=0.03125, 11001=0.03125, 11289=0.15625, 11299=0.125, 11049=0.09375}, O_SENT_BACK={10228=0.038461538461538464, 11319=0.15384615384615385, 11122=0.038461538461538464, 11289=0.19230769230769232, 10909=0.038461538461538464, 10809=0.2692307692307692, 10138=0.2692307692307692}, W_Valideren aanvraag={11180=0.0748663101604278, 11181=0.058823529411764705, 10929=0.0374331550802139, 11009=0.03208556149732621, 10910=0.0374331550802139, 10932=0.03208556149732621, 10931=0.016042780748663103, 10912=0.0106951871657754, 10779=0.016042780748663103, 10914=0.0106951871657754, 10913=0.10695187165775401, 10935=0.026737967914438502, 11122=0.0481283422459893, 11000=0.0481283422459893, 11121=0.0481283422459893, 11003=0.053475935828877004, 11300=0.0106951871657754, 11002=0.0106951871657754, 11189=0.0053475935828877, 11302=0.0106951871657754, 11203=0.0106951871657754, 10939=0.016042780748663103, 11339=0.03208556149732621, 11119=0.0213903743315508, 10228=0.016042780748663103, 11319=0.0213903743315508, 10889=0.016042780748663103, 11179=0.0213903743315508, 10881=0.053475935828877004, 10188=0.0106951871657754, 10982=0.053475935828877004, 10863=0.03208556149732621}, O_ACCEPTED={11339=1.0}, W_Afhandelen leads={10609=0.1111111111111111, 10188=0.16666666666666666, 11002=0.16666666666666666, 10809=0.3611111111111111, 10972=0.05555555555555555, 10124=0.05555555555555555, 10138=0.05555555555555555, 11304=0.027777777777777776}, O_CANCELLED={10789=0.1111111111111111, 10899=0.1111111111111111, 11319=0.1111111111111111, 10779=0.2222222222222222, 10914=0.2222222222222222, 11029=0.1111111111111111, 11259=0.1111111111111111}, W_Completeren aanvraag={10779=0.015267175572519083, 10914=0.13740458015267176, 10935=0.16793893129770993, 10629=0.25190839694656486, 11001=0.10687022900763359, 10609=0.030534351145038167, 11289=0.015267175572519083, 10809=0.1297709923664122, 11049=0.03816793893129771, 10972=0.06870229007633588, 10138=0.03816793893129771}, O_SENT={10228=0.03125, 11319=0.15625, 10779=0.0625, 10914=0.09375, 11309=0.21875, 11111=0.03125, 11001=0.03125, 11289=0.15625, 11299=0.125, 11049=0.09375}, A_PREACCEPTED={11019=0.09523809523809523, 11181=0.2857142857142857, 10933=0.09523809523809523, 11111=0.047619047619047616, 11201=0.19047619047619047, 11002=0.047619047619047616, 11200=0.09523809523809523, 10809=0.047619047619047616, 10972=0.047619047619047616, 10138=0.047619047619047616}, W_Beoordelen fraude={10910=0.2, 10779=0.4, 10909=0.2, 11003=0.2}, A_ACCEPTED={10228=0.03225806451612903, 10779=0.03225806451612903, 10914=0.03225806451612903, 11309=0.1935483870967742, 10935=0.12903225806451613, 11111=0.03225806451612903, 11001=0.03225806451612903, 11289=0.03225806451612903, 10809=0.16129032258064516, 11299=0.12903225806451613, 10972=0.12903225806451613, 10138=0.06451612903225806}, W_Nabellen incomplete dossiers={10228=0.13793103448275862, 11319=0.034482758620689655, 10933=0.1724137931034483, 10914=0.29310344827586204, 11309=0.06896551724137931, 11300=0.08620689655172414, 11079=0.034482758620689655, 11302=0.1724137931034483}, O_CREATED={10228=0.03125, 11319=0.15625, 10779=0.0625, 10914=0.09375, 11309=0.21875, 11111=0.03125, 11001=0.03125, 11289=0.15625, 11299=0.125, 11049=0.09375}}
